user_id,item_id,Title,Semester,Class,App,Lockdown,Ease, Age,Married,rating
303,64,32,1,1,0.75,3,0.75,3,0.0,4
302,48,30,2,1,1.0,3,0.75,3,0.0,5
434,59,69,1,3,0.5,2,0.25,5,1.0,3
374,36,64,2,3,0.75,3,0.5,3,0.0,4
372,20,12,2,3,0.75,3,0.5,3,0.0,5
388,31,9,1,1,0.75,3,0.75,1,0.0,4
24,49,21,1,1,0.75,3,0.75,2,0.0,5
422,20,12,2,3,1.0,3,0.25,3,0.0,5
79,23,62,1,3,0.75,3,0.75,2,0.0,5
235,28,39,1,1,0.25,1,0.75,2,0.0,1
274,21,10,2,3,0.75,3,0.25,2,0.0,3
210,27,49,2,3,0.25,2,0.25,3,0.0,2
141,20,12,1,1,0.75,3,0.75,3,0.0,4
279,22,33,1,3,0.5,3,0.5,2,0.0,2
138,0,17,2,2,0.25,3,0.5,2,0.0,2
105,68,2,1,1,0.5,3,0.5,3,0.0,3
178,7,24,1,2,0.75,2,0.75,2,0.0,3
377,52,6,1,1,0.5,3,0.5,2,1.0,1
435,65,70,2,3,0.75,3,0.75,2,0.0,4
204,23,62,1,1,0.25,3,0.25,1,0.0,2
160,2,23,1,2,0.5,3,0.75,3,1.0,4
158,6,11,1,2,0.5,3,0.75,3,1.0,3
101,3,38,1,2,1.0,2,1.0,3,1.0,5
177,39,14,2,3,0.5,2,0.5,3,1.0,2
437,44,40,1,3,0.0,2,0.25,2,0.0,1
404,41,7,1,1,0.75,3,0.5,2,0.0,4
50,47,8,1,1,0.25,3,0.5,2,0.0,2
374,25,36,2,1,1.0,3,0.75,3,0.0,4
415,30,20,1,1,0.75,3,0.75,2,0.0,4
53,29,37,2,1,0.75,3,0.25,2,0.0,4
227,7,24,1,2,0.5,2,0.5,2,0.0,4
346,22,33,1,3,0.5,3,0.5,2,1.0,3
437,32,16,1,3,0.75,2,0.5,2,0.0,1
57,2,23,2,2,0.75,3,0.75,2,0.0,4
17,43,28,2,1,0.25,3,0.5,2,0.0,2
177,29,37,2,3,0.75,2,1.0,3,1.0,5
57,6,11,2,2,0.0,3,0.25,2,0.0,2
52,55,29,1,1,1.0,3,0.5,3,0.0,5
399,25,36,1,1,0.75,3,1.0,3,0.0,4
224,8,44,2,2,1.0,3,0.75,3,0.0,5
195,51,15,1,1,0.0,3,0.25,3,0.0,2
396,27,49,1,3,0.5,3,0.5,3,0.0,4
315,33,50,1,1,1.0,3,1.0,3,0.0,5
70,20,12,1,3,0.75,3,0.5,2,0.0,3
244,36,64,1,3,0.5,3,0.5,1,0.0,4
329,20,12,1,3,0.75,2,0.75,2,0.0,4
36,50,61,2,1,0.5,3,1.0,2,0.0,2
368,35,60,1,1,1.0,3,0.75,2,0.0,2
300,34,42,1,3,1.0,3,0.75,2,0.0,4
282,22,33,2,1,0.0,3,0.0,2,0.0,2
348,19,51,1,2,0.25,2,0.25,2,0.0,1
99,26,26,1,1,0.0,3,0.0,3,0.0,1
184,38,57,1,1,1.0,3,1.0,3,0.0,5
34,62,63,2,3,0.75,3,0.5,3,0.0,3
45,17,22,1,2,0.25,2,1.0,2,0.0,1
134,1,48,1,2,0.75,2,0.5,3,0.0,4
272,26,26,1,3,1.0,3,0.75,2,0.0,5
27,39,14,1,1,0.5,3,1.0,3,0.0,4
136,24,46,1,3,1.0,3,1.0,2,0.0,5
420,65,70,1,3,0.5,3,0.25,3,0.0,2
114,41,7,2,1,0.25,3,0.25,5,1.0,1
54,57,67,2,3,1.0,3,1.0,3,0.0,5
278,34,42,2,3,0.5,2,0.0,2,0.0,1
154,46,35,1,1,0.75,3,0.75,3,1.0,3
303,59,69,2,3,0.75,3,1.0,3,0.0,4
60,37,27,1,3,0.5,1,0.5,5,1.0,3
302,48,30,2,3,1.0,3,0.75,3,0.0,5
9,12,56,1,2,1.0,2,0.0,3,0.0,1
190,0,17,2,2,0.75,3,0.75,3,0.0,4
373,14,58,1,2,1.0,3,0.75,3,1.0,5
178,0,17,1,2,1.0,2,0.75,2,0.0,5
423,4,41,1,2,0.75,3,1.0,3,1.0,5
365,33,50,2,1,0.25,3,0.75,3,1.0,1
401,12,56,1,2,0.25,2,0.25,2,0.0,3
363,48,30,1,1,0.5,3,0.5,2,0.0,5
280,34,42,2,1,0.25,3,0.75,2,0.0,1
284,42,13,1,3,0.75,3,0.75,3,0.0,4
288,32,16,1,1,1.0,3,1.0,3,0.0,3
212,20,12,2,3,0.75,2,0.5,3,0.0,5
418,36,64,1,3,0.75,3,0.75,3,0.0,5
392,0,17,2,2,1.0,3,0.75,3,0.0,5
93,61,25,2,3,0.5,3,0.0,3,1.0,1
21,35,60,2,1,1.0,3,0.75,3,0.0,5
393,18,53,1,2,0.0,3,0.0,2,0.0,1
63,68,2,2,3,0.25,3,0.25,2,0.0,2
265,57,67,1,1,0.75,3,0.25,3,0.0,5
195,6,11,2,2,0.75,3,0.75,3,0.0,4
250,25,36,1,3,0.75,3,1.0,3,0.0,4
224,17,22,2,2,0.25,3,0.5,3,0.0,1
314,37,27,2,1,0.25,3,0.5,2,0.0,3
339,44,40,2,3,0.5,2,0.5,3,0.0,2
352,1,48,1,2,0.25,3,0.25,2,0.0,2
319,40,3,1,1,1.0,1,1.0,2,0.0,4
441,48,30,1,1,1.0,3,0.25,1,1.0,5
135,4,41,1,2,0.0,3,0.0,3,0.0,1
165,12,56,1,2,0.25,3,0.25,3,0.0,2
449,36,64,1,1,0.25,3,0.25,3,0.0,1
180,37,27,1,1,0.25,3,0.25,3,0.0,2
291,24,46,2,1,0.5,3,0.5,2,0.0,2
238,52,6,1,1,0.5,3,0.25,3,0.0,2
143,68,2,1,3,0.75,3,0.75,3,1.0,4
286,28,39,1,3,0.0,3,0.25,3,0.0,2
64,68,2,1,1,1.0,3,0.75,3,0.0,5
365,22,33,2,1,0.0,3,0.0,3,1.0,1
346,53,19,1,3,1.0,3,0.5,2,1.0,4
274,69,65,2,3,0.75,3,0.25,2,0.0,4
371,20,12,1,1,0.75,3,0.5,3,0.0,4
176,25,36,1,1,0.75,3,0.75,3,0.0,2
361,25,36,1,3,0.0,1,0.0,3,1.0,3
341,20,12,1,3,0.75,3,0.75,2,0.0,5
378,36,64,2,1,0.5,3,0.75,3,0.0,2
262,41,7,1,1,0.5,3,0.5,2,1.0,3
20,1,48,1,2,0.5,2,0.5,2,0.0,2
246,60,66,2,1,0.5,3,0.5,3,0.0,4
404,31,9,1,1,0.5,3,0.0,2,0.0,2
424,20,12,2,1,1.0,3,0.5,3,0.0,5
0,22,33,1,3,0.25,3,0.25,2,0.0,1
102,39,14,1,3,0.25,3,0.25,3,0.0,3
394,21,10,1,1,0.75,3,0.75,4,0.0,4
146,25,36,1,3,0.75,3,0.5,2,0.0,3
157,28,39,1,3,0.25,2,1.0,2,0.0,2
241,24,46,1,3,1.0,3,1.0,2,0.0,5
279,58,1,1,3,0.5,3,0.5,2,0.0,2
212,68,2,2,3,0.5,2,0.5,3,0.0,4
150,28,39,1,3,0.5,2,0.5,3,0.0,2
62,39,14,2,1,1.0,3,0.75,3,1.0,5
161,19,51,2,2,0.0,3,0.0,3,0.0,1
244,24,46,1,1,1.0,3,0.75,1,0.0,4
110,38,57,1,1,0.0,3,0.0,2,0.0,2
388,69,65,1,1,0.5,3,0.5,1,0.0,4
40,22,33,1,3,1.0,2,1.0,3,0.0,5
168,13,34,1,2,0.25,2,0.0,3,1.0,3
135,2,23,1,2,1.0,3,1.0,3,0.0,5
197,4,41,1,2,0.75,2,0.75,2,0.0,5
420,40,3,1,1,1.0,3,0.75,3,0.0,5
84,20,12,1,1,0.75,3,0.25,3,0.0,4
334,27,49,1,3,1.0,3,1.0,3,0.0,4
407,52,6,1,1,0.5,3,0.5,3,0.0,2
390,60,66,2,3,0.5,3,0.5,3,0.0,4
160,26,26,1,1,0.0,3,0.25,3,1.0,1
296,62,63,1,3,1.0,3,0.5,3,1.0,5
265,69,65,1,1,0.25,3,0.75,3,0.0,4
0,40,3,1,3,0.75,3,0.75,2,0.0,4
453,25,36,1,1,0.75,3,1.0,2,0.0,5
93,4,41,1,2,0.0,3,0.25,3,1.0,1
361,67,47,1,3,0.75,1,0.25,3,1.0,2
317,44,40,1,1,0.5,3,0.5,5,1.0,5
296,24,46,1,1,1.0,3,0.5,3,1.0,4
98,26,26,1,3,0.25,3,0.5,3,0.0,2
367,24,46,1,1,0.5,3,0.5,3,0.0,3
431,30,20,2,3,1.0,3,0.75,3,0.0,5
49,56,18,2,3,1.0,2,0.25,3,0.0,5
33,23,62,1,3,0.5,2,0.5,5,1.0,2
219,48,30,2,3,1.0,3,0.5,2,0.0,5
129,25,36,1,3,0.5,2,0.75,5,1.0,3
443,29,37,1,3,0.5,1,0.5,2,0.0,4
111,48,30,2,1,1.0,3,0.75,3,0.0,5
63,39,14,2,1,0.5,3,0.75,2,0.0,5
99,18,53,1,2,0.0,3,0.0,3,0.0,1
405,10,31,1,2,0.25,2,0.25,3,0.0,2
381,40,3,1,3,1.0,3,1.0,3,0.0,4
136,29,37,1,3,1.0,3,1.0,2,0.0,5
181,26,26,1,1,0.25,3,0.0,3,0.0,1
308,13,34,1,2,0.75,2,0.5,2,0.0,3
16,30,20,2,1,0.25,3,0.25,2,0.0,2
88,14,58,2,2,1.0,3,0.75,2,0.0,5
336,25,36,2,3,0.25,2,0.75,2,0.0,4
336,63,45,2,3,0.25,2,0.5,2,0.0,4
396,68,2,1,1,0.75,3,0.5,3,0.0,4
217,39,14,1,3,0.75,1,0.5,2,0.0,5
